,포지션,회사명,지역명,경력,링크
1849,Backend Software Engineer(Technical Leader),오픈서베이,서울 강남구 , 경력 7-15년,/wd/260693
1850,Data Engineer - 2년 이상,샵라이브,서울 강남구 , 경력 2-5년,/wd/260713
1851,프론트-엔드 개발자(2년차 이상),닥터다이어리,서울 서초구 , 경력 3-7년,/wd/260234
1852,IT개발팀  팀리더,온어스링크잇,서울 마포구 , 경력 8년 이상,/wd/260581
1853,백엔드 개발자,다비오(Dabeeo),서울 마포구 , 경력 3-10년,/wd/61557
1854,하드웨어(H/W) 엔지니어,펫스케어,경기 수원시 , 신입-경력 3년,/wd/202553
1855,Backend Engineer_업비트 거래소 개발,두나무(업비트/증권플러스),서울 서초구 , 경력 5-10년,/wd/218153
1856,Backend Engineer_콘텐츠/검색 서비스 개발,두나무(업비트/증권플러스),서울 서초구 , 경력 5-25년,/wd/218617
1857,Backend Engineer_업비트 회원 서비스 개발,두나무(업비트/증권플러스),서울 서초구 , 경력 5-10년,/wd/218151
1858,Backend Engineer 운영 플랫폼 개발,두나무(업비트/증권플러스),서울 서초구 , 경력 5-20년,/wd/216710
1859,광학장비(검사장비) 소프트웨어 개발자,위브,경기 성남시 , 경력 3-7년,/wd/260632
1860,프론트 웹 개발 (8년이상),키다리스튜디오,서울 성동구 , 경력 8년 이상,/wd/260287
1861,"Development, SW 개발 담당 (5년이상)",프로메디우스,서울 송파구 , 경력 5-8년,/wd/260649
1862,기업부설연구소 양팔로봇 SW개발 및 CS인력,레인보우로보틱스,대전 유성구 , 신입-경력 10년,/wd/260646
1863,B2B SaaS 보안 솔루션 컴플라이언스 / 정책 기획,옵스나우,경기 성남시 , 경력 1-2년,/wd/258334
1864,JAVA 백엔드 개발자(3년-5년),브이디크럭스,서울 금천구 , 경력 3-5년,/wd/244360
1865,B2B SaaS 보안 솔루션 백엔드 개발자,옵스나우,경기 성남시 , 경력 5-8년,/wd/260558
1866,BE Engineer,이마고웍스,서울 강남구 , 경력 5년 이상,/wd/260263
1867,React Native 앱 개발자,지엔터프라이즈,서울 강남구 , 경력 5-12년,/wd/260620
1868,"서버, 백엔드 개발자",한국녹색기후기술원,서울 서초구 , 경력 5-14년,/wd/260615
1869,Search Engineer (전문연구요원 가능),라이너(Liner),서울 마포구 , 경력 3년 이상,/wd/230097
1870,Frontend Engineer (전문연구요원 가능),라이너(Liner),서울 마포구 , 경력 3년 이상,/wd/85670
1871,React Native Developer (전문연구요원 가능),라이너(Liner),서울 마포구 , 경력 3년 이상,/wd/203589
1872,Senior Frontend Engineer (전문연구요원 가능),라이너(Liner),서울 마포구 , 경력 6년 이상,/wd/210921
1873,성능분석,빗썸,서울 강남구 , 경력 5-15년,/wd/260572
1874,[Dev] RN Developer,루티너리,서울 서초구 , 경력 3년 이상,/wd/260560
1875,웨어러블 로봇 시스템 펌웨어 개발,엔젤로보틱스,서울 성동구 , 경력 5년 이상,/wd/260535
1876,블록체인 엔지니어,알로카도스,서울 강남구 , 경력 3-6년,/wd/97403
1877,[아이디어스] 웹서비스 프론트엔드 개발자 (1~5년),백패커,서울 서초구 , 경력 1-5년,/wd/260529
1878,웹(web) 개발자,하이(Haii),서울 종로구 , 경력 5-10년,/wd/260524
1879,AOS 개발자 시니어,캔디플러스스튜디오,서울 서초구 , 경력 5년 이상,/wd/259551
1880,백엔드 개발자(5년 이상),모니모니,서울 마포구 , 경력 5-10년,/wd/259916
1881,대기업 SI 프로젝트 react 개발자,이그레브,서울 마포구 , 경력 4년 이상,/wd/260473
1882,클라우드 인프라 엔지니어(3년이상),메이븐클라우드서비스,서울 강남구 , 경력 3년 이상,/wd/260445
1883,유니티 개발자,브이알미디어,서울 금천구 , 경력 3-5년,/wd/165550
1884,devops 개발자,이그레브,서울 , 경력 3년 이상,/wd/260320
1885,"모바일 앱 개발자(Flutter, React Native)",부지런컴퍼니,서울 송파구 , 경력 3-15년,/wd/260319
1886,하드웨어 개발자,긴트,경기 성남시 , 신입-경력 6년,/wd/171626
1887,산업기능요원 병역특례 보충역(4급) 엔지니어,미르니,서울 관악구 , 신입-경력 4년,/wd/142760
1888,프론트엔드 개발자 (6년 이상),스테이폴리오,서울 종로구 , 경력 6년 이상,/wd/236006
1889,개발 리드(서버 개발 팀장),펀치랩,서울 강남구 , 경력 6-10년,/wd/260265
1890,[Infra Div.]Endpoint Security Engineer (3년-7년),크래프톤(Krafton),서울 강남구 , 경력 3-7년,/wd/260379
1891,[Mnet Plus] 앱 개발 (React Native),씨제이이엔엠(CJ ENM),서울 마포구 , 경력 3년 이상,/wd/259151
1892,Machine Learning Researcher (Vision),메디픽셀,서울 강남구 , 경력 1-10년,/wd/204312
1893,Data Scientist (Manufacturing Data) (KR),가우스랩스(Gauss Labs),서울 강남구 , 경력 3년 이상,/wd/260372
1894,풀스택 개발자,아이쉴드,서울 강남구 , 경력 10년,/wd/260365
1895,DBA,핀다(FINDA),서울 , 경력 2년 이상,/wd/260359
1896,AI Engineer,자비스앤빌런즈(삼쩜삼),서울 강남구 , 경력 3-10년,/wd/228746
1897,Backend Engineer(세무사 신고 서비스),자비스앤빌런즈(삼쩜삼),서울 강남구 , 경력 5-15년,/wd/247966
1898,Backend Engineer(개인환급 서비스),자비스앤빌런즈(삼쩜삼),서울 강남구 , 경력 6-15년,/wd/248036
1899,보안 아키텍트,엔젤스윙,서울 서초구 , 경력 3-15년,/wd/251644
1900,드론 IoT 백엔드 엔지니어,엔젤스윙,서울 서초구 , 경력 3-15년,/wd/251643
1901,Security Compliance Manager,엔젤스윙,서울 서초구 , 경력 3-15년,/wd/251646
1902,서버(Node.js) 개발자 (3년 이상),데이블(Dable),서울 강남구 , 경력 3-7년,/wd/222784
1903,AD Platform 서버개발자 (3년 이상),데이블(Dable),서울 강남구 , 경력 3-7년,/wd/210101
1904,Back-end Engineer,엔젤스윙,서울 서초구 , 경력 3-15년,/wd/209640
1905,React Native Engineer(front-end),워시스왓(세탁특공대),서울 강남구 , 경력 3년 이상,/wd/89374
1906,[병역특례 보충역] 백엔드개발 산업기능요원(Node.js),리비바이오,서울 강남구 , 신입-경력 2년,/wd/139895
1907,[병역특례 보충역] 프론트엔드개발 산업기능요원,리비바이오,서울 강남구 , 신입-경력 2년,/wd/205591
1908,[병역특례 보충역] 안드로이드개발자,리비바이오,서울 강남구 , 신입,/wd/227961
1909,시니어 서버 엔지니어 (Senior Server Engineer),뱅크샐러드,서울 마포구 , 경력 7년 이상,/wd/260251
1910,백엔드개발자(Node.js),리비바이오,서울 강남구 , 경력 2-7년,/wd/126609
1911,안드로이드개발자,리비바이오,서울 강남구 , 경력 1-3년,/wd/258137
1912,프론트엔드개발자,리비바이오,서울 강남구 , 경력 2년 이상,/wd/231870
1913,Product Data Analyst,라이너(Liner),서울 마포구 , 경력 3년 이상,/wd/85810
1914,iOS 클라이언트 개발,디어유,서울 강남구 , 경력 5-10년,/wd/260214
1915,"NestJS, Python 백엔드 개발자(5년차이상)",씨에스엠17,서울 금천구 , 경력 5년 이상,/wd/255914
1916,프로덕트 디자이너/기획자,씨메스(CMES),서울 강남구 , 경력 2년 이상,/wd/260195
1917,기업 메시지 솔루션 기술 지원 및 개발자,인포뱅크,경기 성남시 , 경력 3-10년,/wd/260148
1918,Backend Developer (Node.js / 5년 이상),사이오닉에이아이,서울 강남구 , 경력 5년 이상,/wd/254418
1919,자바스크립트 백엔드 시니어 개발자,지씨미디어,서울 강남구 , 경력 5-10년,/wd/260096
1920,SW품질관리(QA) (4년이상),코웨이,서울 구로구 , 경력 4-6년,/wd/253369
1921,Software Engineer - Frontend,가우스랩스(Gauss Labs),서울 강남구 , 경력 1-5년,/wd/260142
1922,AI 개발자 (리더급),딥인사이트,경기 성남시 , 경력 5-7년,/wd/260005
1923,프론트엔드 개발자(React-native/Flutter),그위피파트너스,경기 김포시 , 경력 2년 이상,/wd/234764
1924,백엔드 개발자,코세틱,서울 중구 , 경력 3년 이상,/wd/259385
1925,[패치스] 웹 프론트엔드 개발자 (3년 이상),심플컴퍼니,서울 광진구 , 경력 3년 이상,/wd/260109
1926,데이터 엔지니어,카카오헬스케어,경기 성남시 , 경력 5년 이상,/wd/260101
1927,보안엔지니어 (데브옵스),트리플콤마(골드스푼),서울 강남구 , 경력 3-10년,/wd/252699
1928,백엔드 엔지니어 (5년 이상),트리플콤마(골드스푼),서울 강남구 , 경력 5-10년,/wd/228743
1929,Flutter 앱 개발자 (5년 이상),트리플콤마(골드스푼),서울 강남구 , 경력 5-10년,/wd/228740
1930,"Openshift, PaaS, Kubernetes 엔지니어(대구)",락플레이스,대구 동구 , 경력 1-10년,/wd/239855
1931,프론트엔드 개발 리드 (7년차 이상),페이버릿미디엄,서울 강남구 , 경력 7-10년,/wd/260050
1932,[보안AI사업본부] 백엔드 개발자,딥노이드(Deepnoid),서울 구로구 , 경력 8년,/wd/260038
1933,IT/OT 정보보안 전문가 영입,에스케이씨앤씨(SK C&C),경기 성남시 , 경력 5-15년,/wd/260027
1934,[인턴] react 프론트엔드 개발자,두요,서울 관악구 , 신입,/wd/259246
1935,"AI 엔지니어 (89년 이후 출생, TIPS)",베베리아,서울 강남구 , 경력 3년 이상,/wd/259951
1936,풀스텍 개발자(7년이상),어반데이터랩,서울 강남구 , 경력 7년 이상,/wd/259965
1937,프론트엔드 시니어 개발자,메인메타,서울 강남구 , 경력 3-8년,/wd/51691
1938,백엔드 시니어 개발자,메인메타,서울 강남구 , 경력 5-20년,/wd/39934
1939,[Web Service] Front-end Engineer,오픈엣지스퀘어,서울 강남구 , 경력 8-16년,/wd/186387
1940,[인생네컷] window application 개발자 (대리급),엘케이벤쳐스,서울 강남구 , 경력 6년 이상,/wd/253637
1941,디지털 헬스케어 플랫폼 기획자/PO/PM,브레디스헬스케어,서울 동대문구 , 경력 3-10년,/wd/189865
1942,[Tech] 셀러서비스실 세일즈서비스팀 웹프론트엔드 개발자,우아한형제들(배달의민족),서울 송파구 , 경력 5년 이상,/wd/259902
1943,연구그룹 HW-Digital Part,에이엠시지(AMCGCo.Ltd.),서울 서초구 , 신입-경력 20년,/wd/259872
1944,의료SW그룹 알고리즘 (5년 이상),에이엠시지(AMCGCo.Ltd.),서울 서초구 , 경력 5-20년,/wd/259869
1945,테크 리드(10년 이상),데이오프컴퍼니,서울 강남구 , 경력 10-20년,/wd/259864
1946,AI/ML Engineer (전문연구요원 가능),플립션코리아,경기 성남시 , 경력 1-5년,/wd/259852
1947,Back end 개발자,씨엔알리서치,서울 강남구 , 경력 1-10년,/wd/254689
1948,Quality Engineer,씨엔알리서치,서울 강남구 , 경력 4-10년,/wd/256575
1949,"Software Engineer, Frontend",로우키코드(DELIGHT LABS),서울 강남구 , 경력 2-7년,/wd/198413
1950,[Tech] System Reliability Engineering팀 SRE 개발자,우아한형제들(배달의민족),서울 송파구 , 경력 8-20년,/wd/247452
1951,플랫폼 백엔드 개발자,넥슨유니버스,경기 성남시 , 경력 4년 이상,/wd/188531
1952,웹서비스 백엔드 개발,어플레이즈,서울 강남구 , 경력 3-15년,/wd/164215
1953,웹 GIS분야 개발자 리더급,에스티로직(STLogic),서울 서초구 , 경력 5-10년,/wd/199736
1954,Unreal Engine 디지털트윈 및 시뮬레이터 개발자,에스티로직(STLogic),서울 서초구 , 경력 5-10년,/wd/245798
1955,프론트엔드 리드 개발자 (7년 이상),모던라이언,서울 영등포구 , 경력 7-12년,/wd/259805
1956,프론트엔드 개발자 (React),아파트멘터리,서울 강남구 , 경력 3-7년,/wd/165182
1957,프론트엔드 개발자 (React-native / flutter),아파트멘터리,서울 강남구 , 경력 3-7년,/wd/165183
1958,"백엔드 개발자 (NodeJs, NestJs)",아파트멘터리,서울 강남구 , 경력 5-7년,/wd/213384
1959,주조해석 소프트웨어 개발자,애니캐스팅 소프트웨어,서울 강서구 , 신입-경력 12년,/wd/223946
1960,BioStar 2 국내 SI개발자,슈프리마,경기 성남시 , 경력 3년 이상,/wd/259790
1961,보안/인프라/서버 엔지니어,아이파킹,서울 금천구 , 경력 4-6년,/wd/190418
1962,[인턴] 프론트엔드 개발자,넥스트그라운드,서울 강남구 , 신입,/wd/259139
1963,[인턴] 백엔드 개발자,넥스트그라운드,서울 강남구 , 신입,/wd/259136
1964,[F&B with AI] 풀스택 개발자,블리츠다이나믹스,서울 강남구 , 경력 3-10년,/wd/240726
1965,안드로이드 개발자 [직군확장팀],원티드랩,서울 송파구 , 경력 5년 이상,/wd/245840
1966,Unreal 클라이언트 개발자,네비웍스,경기 안양시 , 경력 3년 이상,/wd/196325
1967,AI 개발자(3년 이상),네비웍스,경기 안양시 , 경력 3-10년,/wd/209473
1968,윈도우 응용 프로그래머 (C++),네비웍스,경기 안양시 , 경력 3-15년,/wd/231290
1969,IT Operation Manager,포티투닷(42dot),경기 성남시 , 경력 5년 이상,/wd/259660
1970,프론트엔드 리드개발자,인크루트,서울 중구 , 경력 7-15년,/wd/259642
1971,프론트 개발자,오더체크,서울 강남구 , 경력 2년 이상,/wd/259435
1972,윈도우 애플리케이션 개발자,넥스트페이먼츠,경기 안양시 , 경력 5-10년,/wd/259619
1973,백엔드 엔지니어 (Python/Django),뮤즈라이브(Muzlive),서울 마포구 , 경력 2-10년,/wd/18295
1974,프론트엔드 개발자 (4년 이상),마이페어,서울 강남구 , 경력 4-7년,/wd/244191
1975,[전문연구요원] Computer Vision Engineer,스누아이랩,경기 수원시 , 신입,/wd/259584
1976,제어SW Junior 개발자,아이브,서울 서초구 , 경력 1-5년,/wd/157412
1977,QA 엔지니어,와탭랩스(WhaTapLabs),서울 서초구 , 경력 5-12년,/wd/259578
1978,서비스개발실 백엔드 개발자,한터글로벌,서울 강남구 , 경력 2-5년,/wd/95481
1979,토스 Server Developer (생산성),비바리퍼블리카(토스),서울 강남구 , 경력 2-10년,/wd/259572
1980,선행기술개발 머신비전 H/W,이엘피,경기 화성시 , 경력 3-10년,/wd/199637
1981,제어팀 응용 SW 개발,이엘피,경기 화성시 , 경력 5-20년,/wd/241167
1982,연구소 회로설계 및 HW 개발,이엘피,경기 화성시 , 신입-경력 7년,/wd/241168
1983,PC 제어 개발 (5년이상),이엘피,경기 화성시 , 경력 5-10년,/wd/253066
1984,인터널 프로덕트 서버 개발자,오렌지스퀘어,서울 구로구 , 경력 5-15년,/wd/259535
1985,백엔드 개발자,더스윙,서울 용산구 , 경력 2-10년,/wd/252800
1986,프로덕트 서버 개발자,오렌지스퀘어,서울 구로구 , 경력 5-10년,/wd/243618
1987,App 개발 (5년이상),빅밸류,서울 중구 , 경력 5년,/wd/259478
1988,백엔드 개발자,디오비스튜디오,서울 마포구 , 경력 7년 이상,/wd/259470
1989,하드웨어 엔지니어,레지에나,서울 강서구 , 경력 3-5년,/wd/258847
1990,백엔드/서버 개발자,넛지헬스케어(캐시워크),서울 강남구 , 경력 3-10년,/wd/109188
1991,"실무형 Full Stack CTO (5년 이상, 공동창업자 대우)",커넥트비스타,서울 광진구 , 경력 5-20년,/wd/258715
1992,백엔드 엔지니어,공간의가치,서울 강남구 , 경력 5년 이상,/wd/259432
1993,AI Agent 개발자,르몽,서울 강남구 , 경력 2-10년,/wd/257472
1994,백엔드(Node.js) 개발자,넥스트에디션,서울 마포구 , 경력 2-6년,/wd/255304
1995,프론트엔드(React/React-Native) 개발자,넥스트에디션,서울 마포구 , 경력 2-6년,/wd/255305
1996,Full-Stack Software Engineer,트웰브랩스(Twelve Labs),서울 용산구 , 경력 5-10년,/wd/224912
1997,데이터 사이언티스트,바로팜,서울 강남구 , 경력 1-10년,/wd/255684
1998,Technical Project Manager(Seoul),스트라드비젼(STRADVISION),서울 강남구 , 경력 5년 이상,/wd/259382
1999,SW System Engineer(Seoul),스트라드비젼(STRADVISION),서울 강남구 , 경력 5년 이상,/wd/259377
2000,Motion Planning & Vehicle Control Engineer,스트라드비젼(STRADVISION),서울 강남구 , 경력 5년 이상,/wd/259372
2001,"Algorithm Engineer, 3D Computer Vision(Seoul)",스트라드비젼(STRADVISION),서울 강남구 , 경력 5년 이상,/wd/259352
2002,Cybersecurity Manager(Seoul),스트라드비젼(STRADVISION),서울 강남구 , 경력 5년 이상,/wd/259356
2003,[원더클럽] 전산팀 웹 개발자,레저플러스,서울 강동구 , 경력 7년 이상,/wd/259322
2004,프론트엔드 개발자,편안랩스,서울 강남구 , 경력 3-10년,/wd/255934
2005,AI 백엔드 엔지니어,인포유앤컴퍼니,서울 성동구 , 경력 3년 이상,/wd/259306
2006,[DX총괄본부] 쇼핑몰 개발파트,애터미(Atomy),충남 공주시 , 경력 3-7년,/wd/259304
2007,Python Backend Developer,크로스이엔에프,서울 강남구 , 경력 5-8년,/wd/238973
2008,Software Engineering Manager (Full-Stack),뮤즈라이브코리아,서울 강남구 , 경력 8년 이상,/wd/259291
2009,iOS 개발자 (3년 이상),플레이타임,서울 강남구 , 경력 3-10년,/wd/258477
